ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,alt_translation1,original_script
XV001611,dar,becʼlij macːala kːʷaˁʡ irčːib.,,,The wolf smelled the sheep.,,,,SN002925 ; SN002927,Волк почувствовал запах овцы.,бецIлий маццала кквягI ирччиб.
XV001612,dar,dam gazla kːʷaˁʡ irkːulda.,,,I smell gas.,,,,SN002925 ; SN002927,я чувствую запах газа.,дам газла кквягI ирккулда.
XV001613,dar,Kːʷime čidigul cad.,,,The tendons are visible.,,,dba179b3238c529036245dfbfeaedf79,SN002928,Сухожилия видны.,кквиме чидигул цад.
XV001614,dar,kːʷilmalla,,,wiry,,,79e514920243d2b6a8a4d11b7845d8b0,SN002928,жилистый,кквималла
XV001615,dar,Lazun balšan kːʷiša,,,A bowl to make dough,,,07ff078b8fee309074afc4fabeff2bbf,SN002930 ; SN003065,катка чтобы делать тесто,лазун балшан кквиша
XV001616,dar,Meχla kːʷišiʁan biqːa!,,,Give me the dough scraper.,,,815bd7ad8a6df87c4d5449249f211f02,SN002932,дай железный скребок для теста!,мехла кквишигъан бикъа!
XV001617,dar,Wecʼal kʼacʼul kadixːa!,,,Put down ten spoons!,,,5db81f6c3f305ec9485d1e4cb84d8609,SN002936,Положи 10 ложек!,вецIал кIацIул кадихьхьа!
XV001618,dar,Rursːil guna kʼana čikabucib.,,,The girl wore a warm handkerchief.,,,82b079bdb58ec6826327cc1783e918a1,SN002938,Девушка отдела теплый платок.,Рурссил гуна кIана чикабуциб.
XV001619,dar,Du karisːunda kʼantʼice burušle.,,,I slept on a soft mattress.,,,127d40fcc13fa10c1aaeee2b38fa3f9e,SN002942,Я спала на мягком матрасе.,ду кариссунда кIантIице бурушле.
XV001620,dar,Mura kʼap darqʼij ħaˁžatle cad.,,,We need to cover the hay.,,,5bbba555f26c739be8c0a5522fbbaf71,SN002944,Надо сено накрыть.,мура кIап даркьий хIяжатле цад.
XV001621,dar,Kʼap karqʼible durħuˁ lew.,,,There is also the wrapped boy.,,,d0dced0bbf86f52de09e170427277ab9,SN002947,укутанный мальчик тоже есть.,кIап каркьибле дурхIё лев.
XV001622,dar,Ibxnella kʼapre čirkadirku.,,,In autumn the leaves fall.,,,78c5030ced6746f4d5083298549eb165,SN002949,Осенью листья падают.,ибхьнелла кIапре чиркадирку.
XV001623,dar,Itʼin kʼaqa habeʁib.,,,The red heifer came.,,,c51fcc5f5ece9e1cd505b64dfd5fcd21,SN002951,красная телка пришла.,итIин кIахъа гьабегъиб.
XV001624,dar,burqib kʼašːa,,,working bull (i.e. castrated),,,461dbfeddd29ec1a399674a77a258b98,SN002955,вол (кастрированный бык),бурхъиб кIашша
XV001625,dar,Ca kʼatʼ akertʼulda salaˁrkʼa.,,,I do not pour a drop of fuel at all.,,,adad3c43667d0eaf432ed75d9de43482,SN002956,Ни капли не заправлю.,ца кIатI акертIулда саляркIа.
XV001626,dar,Qarib kʼaw kʼeb na ʡaˁbcʼal dus.,,,On the upper side (of the palate) I have fake teeth for 30 years already.,,,766b3b3590af9298c08290e7580720ce,SN002964,На верхней стороне (неба) у меня есть поддельные зубы (протез) уже 30 лет.,хъариб кIав кIеб на гIябцIал дус.
XV001627,dar,Qarib kʼaw kʼeb na ʡaˁbcʼal dus.,,,On the upper side I have fake teeth for 30 years,,,d5af9ff6adaf386546dc1939ea10cd53,SN002965,на верху протез уже 30 лет.,хъариб кIав кIеб на гIябцIал дус.
XV001628,dar,Kʼiːtʼ betʼu led,,,There's a little bit of flour.,,,7aa84d636a8b731b2cbd7fc31282349c,SN002966,чуть-чуть мука есть,кIиитI бетIу лед
XV001629,dar,Sːa dila kʼultʼa icːulde.,,,Yesterday my belly was aching.,,,7a87ced0f757e2d122ebc06d33f7012b,SN002974,‎‎‎вчера у меня живот болел.,сса дила кIултIа иццулде.
XV001630,dar,Kʼultʼnarxːar muχraj raxulde.,,,"Even though I was pregnant, I went for the burden.",,,728440978b51492c36eefba11284103e,SN002981,"‎‎хоть я была беременная, ходила за махами.",кIултIнархьхьар мухрай рахьулде.
XV001631,dar,Kʼunal kiniga bičib.,,,He got a free book.,,,53bc6dfaf6aa1bffdf315b21787badb9,SN002983,Бесплатно книгу получил.,кIунал кинига бичиб.
XV001632,dar,Dila baqil kʼunuqʼre leb.,,,I have many second cousins.,,,6a4636dc5a9dd7775f6568aacdaa5115,SN002984,У меня много троюродных братьев и сестр.,дила бахъил кIунукьре леб.
XV001633,dar,Zunral kʼukʼurte hadilqʼu.,,,The neighbors raise turkeys.,,,d89cb76bc59c7d18c2a77ddf6c46ac7b,SN002987,Сосед индюшек выпрашивает.,зунрал кIукIурте гьадилкьу.
XV001634,dar,kʼʷarčʼa qːamallade.,,,The mat was made of hemp.,,,a23fed55f59a283308e4c1591c8685a2,SN002993,Циновка была из конопли.,кIварчIа къамалладе.
XV001635,dar,"Du sajʁibqːel, kʼʷazi saruqun.",,,"When I got here, the coward ran away.",,,214e89f0e8f8a3be0ea1aba50cea6390,SN002994,"когда я пришел, трус убежал.","ду сайгъибкъел, кIвази сарухъун."
XV001636,dar,kʼʷaˁʡ biχubce,,,stinky; smelly,,,5a5d381674c3e4b8bd56d2cf6872971d,SN002995,вонючий,кIвягI бихубце
XV001637,dar,kʼʷel admi,,,a pair of people; two people,,,f0652628d1371178128a6af976eb0f7d,SN002996,пара людей; два человека,кIвел адми
XV001638,dar,Hanna heštːi kʼuntʼbe demtːun.,,,Now (my) lips are swollen.,,,9591b7e988fffd20b43eb2e941494a9c,SN002997,Теперь (мои) губы распухли.,гьанна гьештти кIунтIбе демттун.
XV001639,dar,Kʼʷi darš dus sar χalqʼ bazarre xural baši.,,,200 years ago the people went by foot to the market.,,,733d014a419d9afca71c22fc7ab628eb,SN002998,200 лет назад люди пешком на базар ходили.,кIви дарш дус сар халкь базарре хьурал баши.
XV001640,dar,Har durħuˁla kʼʷi kʼwi durħnera leb.,,,‎‎Every child has two children each.,,,8d2ea14a8f72de81f9e79cdb0735b5c4,SN003002,‎‎‎у каждого сына по двое детей.,гьар дурхIёла кIви кIви дурхIнера леб.
XV001641,dar,ʡaˁnčːila laˁbz ištːub kʼantʼice argʷi.,,,It did not become such soft mortar as (you have it) here.,,,917ab0479eb04430e758fdb634edd0f3,SN003009,Глины раствор как здесь так мягкий не получался.,гIянччила лябз ишттуб кIантIице аргви.
XV001642,dar,"Muradli ʡaˁrkːa iχuble, lac abarqʼib.",,,"When / Because Murad got ill, he did not build the fence.",,,ff4e5d1a4ca8cd56153246b16a32f35e,SN003011,Мурад заболел и забор не построил.,"‎Мурадли гIяркка ихубле, лац абаркьиб."
XV001643,dar,Nuˁqbal laˁħ sajkʼul caw.,,,He is waving with his hands.,,,8a54bc687a5e6a48e1a5982f65d0f56c,SN003015,Он махает руками.,Нюхъбал ляхI сайкIул цав.
XV001644,dar,Cinnij car čirigul car laˁħimcʼacːer.,,,She sees herself in the mirror.,,,922e7c7403594d8e58da87b4d7f23a9f,SN003017,Она видит сам себя в зеркале.,Цинний цар чиригул цар ляхIимцIаццер.
XV001645,dar,Laˁkʼ warqʼa it ʡaˁʁuni akːʷar admi!,,,Take away that person who is useless!,,,4e717bed3eaf6af5faf97248eacb7bc5,SN003029,Убери этого ненужного человека!,ЛякI варкьа ит гIягъуни акквар адми!
XV001646,dar,Qʼamcʼ diχubte lakʼ dirqʼu.,,,(She regularly) throws away what gets sour.,,,f59e97dad0495500ace24ac8ca54910a,SN003031,"То, что кислым становится, выкидывает (она).",кьамцI дихубте лакI диркьу.
XV001647,dar,Duburtacːeb laˁmcʼ buqunne čibažibda.,,,In the mountains I saw the lightning.,,,30ada69d16fb5fa80ee8b3e5c211b4c7,SN003039,В горах я увидел молнию / блески.,дубуртаццеб лямцI бухъунне чибажибда.
XV001648,dar,Lampučkːasra caʷra dučːi haašiqʼal qili.,,,At night he went home with a torch.,,,210f05e290da37f84aa27302e8c273aa,SN003044,с лампочкой приходил ночью домой.,лампучккара цавра дуччи гьаашикьал хъили.
XV001649,dar,Lamusera haderχːur cad χalqʼla.,,,The people do not have respect anymore.,,,9d17fc31d9a16b997bee9d8f688c0a82,SN003045,уважение не осталось (закончилось) у людей.,ламусера гьадерххур цад халкьла.
XV001650,dar,"Laˁp baˁrʔible, berʁub cab.",,,The ear froze and dried up.,,,afa6df3a0ce175e615663ed63544d596,SN003048,уха замерзла и высохла.,"ляп бяръибле, бергъуб цаб."
XV001651,dar,laˁqːaˁn naˁq,,,right hand,,,,SN003054,правая рука,лякъян няхъ
XV001652,dar,ħaˁlaˁħaˁ laqʼunnicːer birqʼu.,,,The halva is made from fried flour.,,,0327111c3bb6403cc7f503ec783d9938,SN003055,Халва делается из обжаренной муки.,хIяляхIя лакьунниццер биркьу.
XV001653,dar,Laˁrcʼ bikʼʷan cikʼal qːaˁnal biqːu.,,,The crow takes the shiny things away.,,,26aef0106523ed62f069ee28a5e54f9c,SN003057,Блестящие вещи ворона забирает.,лярцI бикIван цикIал къянал бикъу.
XV001654,dar,laˁʁuˁn barqʼij,,,smooth out,,,0c1fbe9d5819c18237454840d396e222,SN003061,разглаживать,лягъён баркьий
XV001655,dar,laˁwle bužij,,,obey; lit. remain calmly,,,bae01955b6770f5f8614f21219b27460,SN003064,слушаться,лявле бужий
XV001656,dar,"Qili wiagur caw, ler cinna hel rucːi.",,,"‎‎He went into his home, and there was his sister.",,,cdd1740f4907b9b218a6006cede9b7f2,SN003070,"‎‎‎‎домой зашел, сестра дома была.","хъили виагур цав, лер цинна гьел руцци."
XV001657,dar,lejlan naˁq,,,left hand,,,ca825d40b0ffa483367001a1901e9fb1,SN003072,левая рука,лейлан няхъ
XV001658,dar,lejlan šːal,,,left side,,,eb7b940e3ee08110f766cf2a4d40c2c5,SN003072,"влево, левая сторона",лейлан шшал
XV001659,dar,Lezgibe kamle cab ištːub.,,,There are few Lezgi people here.,,,e9d0af5db50c1c20f23c6e4cfc229502,SN003075,Лезгин мало здесь.,лезгибе камле цаб ишттуб
XV001660,dar,libil dune,,,the entire world,,,642b7d69c092e440413058b3c626a0ae,SN003078,весь мир,либил дуне
XV001661,dar,Heχ likːalla harab abičːib arc.,,,Next to the dead body they do not distribute money. (i.e. after the death of a person),,,52be70fa303bcbeedfce981250735a7f,SN003080,возле тела (труп) деньги не дали.,гьех ликкалла гьараб абиччиб арц.
XV001662,dar,Du ucːi bahandan likʼunneda.,,,I'm worried about my brother.,,,00135c3d15e1fa55ca3a5272e0e68036,SN003083,я из-за брата переживаю.,ду уцци багьандан ликIуннеда.
XV001663,dar,Ala limcːi buca!,,,Guard your tongue!,,,31f2fbac110e7b040422135342eb6071,SN003085,Твой язык держи (за зубами)!,ала лимцци буца!
XV001664,dar,Hel limunnara heltːallara dirqʼid darman dul.,,,From lemon and from those I make medicine.,,,68240e865ac9e24fd1eb0d9e17189342,SN003086,из лимона из них делаю лекарство.,гьел лимуннара гьелтталлара диркьид дарман дул.
XV001665,dar,Itil šajtʼanna qʼapʼne lucʼi.,,,She (usually) gathered mushrooms.,,,8cdad2f53d81715c0bfc8eb28f1bb86e,SN003093,Она собирала грибы.,Итил шайтIанна кьапIне луцIи.
XV001666,dar,Itil itij tʼultʼ lukːun cab.,,,She is giving him bread.,,,87c259e696f08448bed7634a19a1f015,SN003095,Она ему хлеб даёт.,Итил итий тIултI луккун цаб.
XV001667,dar,Ul lukʼandew dam kaʁar?,,,Will you write me a letter?,,,3a4a14d3c84c5e757babdbce5ec19e36,SN003101,Ты мне напишешь письмо?,Ул лукIандев дам кагъар?
XV001668,dar,Ca rursːi ružib car har zamana kːušle aluqːan.,,,One girl was hungry all the time and was insatiable.,,,ada6d3ad8bd478f812c737eca0ca5763,SN003105,Одна девушка все время была голодна и ненасытна.,ца рурсси ружиб цар гьар замана ккушле алукъан.
XV001669,dar,Waq luqʼun cab.,,,The plate breaks.,,,24f7089e6317b0e03109720427121905,SN003106,Тарелка ломается.,Вахъ лукьун цаб.
XV001670,dar,Itil waq luqʼun cab.,,,He breaks the plate.,,,d467ed28baa7bb64eae227761725843d,SN003106,Он тарелку ломает.,Итил вахъ лукьун цаб.
XV001671,dar,Nišːalla betʼu luqʼante cad.,,,Our flour we will grind.,,,09226b772480e7ad94b042d76f887076,SN003107,"нашу муку размолоть, говорит.",нишшалла бетIу лукьанте цад.
XV001672,dar,Dam heltːi ʁajla luʁat irʁul akːʷadi.,,,I do not understand the words of their language.,,,11881a771c132a398b89aa05a4f32217,SN003108,я не понимаю ихней речи.,дам гьелтти гъайла лугъат иргъул акквади.
XV001673,dar,Atːal macːa luʁun cad.,,,Mother shears sheep.,,,4fc6e037b7bd7ff29681e4ae8df12cb2,SN003110,мама стрижет овец.,аттал мацца лугъун цад.
XV001674,dar,Musala bekʼ lus bikʼul cab.,,,Musa's head is spinning.,,,da728e1a7845afee180474795cf5aaa3,SN003114,Голова Мусы крутится.,Мусала бекI лус бикIул цаб.
XV001675,dar,Heχ hil cab urχːab lus birqʼan.,,,That's the one that turns the mill.,,,5f0089d51487d76cc41789bae9e2f52b,SN003115,это и есть который крутит мельницу.,гьех гьил цаб урххаб лус биркьан.
XV001676,dar,Nikʼa tʼalimtacːer χːula tʼalim lusːibda.,,,I twisted a big rope out of small ropes.,,,3ad5ade23ef7fd5f9798c6b126109b6d,SN003126,Из мелких веревочек я заплетела большую веревку.,никIа тIалимтаццер ххула тIалим луссибда.
XV001677,dar,určila lutʼi,,,horseshoe,,,e099185d7a47dfe2132a074b535e0cb5,SN003128 ; SN005058,подкова,урчила лутIи
XV001678,dar,Dila lutʼi tʼuˁ bukːun cab.,,,The sole of my foot is itching.,,,f9860ad993b090f5b8c77537a92c22de,SN003129,Моя ступня чешется.,дила лутIи тIё буккун цаб.
XV001679,dar,Paˁħli luxːu heltːi χinkʼe.,,,‎‎The khinkal are steaming.,,,d6c05fddd502613e1da573904eb6f957,SN003134,Парной хинкал варится.,‎‎‎пяхIли лухьхьу гьелтти хинкIе.
